KP	0
KP	1
KP	0
KP	0
KP	0
KP	0
KP	0
KP	0
KP	0
KP	0
KP	0
KP	0
KP	0
KP	1
KP	0
KP	0
KP	0
KP	0
KP	0
KP	0
KP	0
KP	0
KP	0
KP	0
KP	2
KP	0
KP	0
KP	0
KP	1
KP	1
KP	0
KP	0
KP	0
KP	0
KP	0
KP	0
KP	2
KP	3
KP	0
KP	4
KP	2
KP	1
KP	1
KP	0
KP	0
KP	8
KP	12
KP	2
KP	0
KP	21
KP	0
KP	1
KP	1
KP	0
KP	1
KP	0
KP	1
KP	2
KP	2
KP	0
KP	0
KP	0
KP	2
KP	0
KP	1
KP	1
KP	0
KP	0
KP	10
KP	1
KP	0
KP	7
KP	4
KP	2
KP	0
KP	0
KP	2
KP	1
KP	5
KP	1
KP	0
KP	0
KP	0
KP	0
KP	0
KP	0
KP	0
KP	0
KP	0
KP	0
KP	0
KP	0
KP	0
KP	0
KP	0
KP	0
KP	0
KP	0
KP	0
KP	0
KP	0
KP	0
KP	0
KP	0
KP	1
KP	0
KP	0
KP	0
KP	0
KP	0
KP	0
KP	0
KP	0
KP	0
KP	0
KP	0
KP	0
KP	0
KP	0
KP	0
KP	5
KP	38
KP	53
KP	6
KP	12
KP	2
KP	0
KP	6
KP	7
KP	5
KP	0
KP	50
KP	0
KP	12
KP	2
KP	8
KP	0
KP	0
KP	0
KP	0
KP	9
KP	4
KP	10
KP	8
KP	4
KP	25
KP	2
KP	1
KP	0
KP	5
KP	11
KP	5
KP	0
KP	14
KP	16
KP	2
KP	0
KP	0
KP	1
KP	8
KP	0
KP	12
KP	1
KP	1
KP	0
KP	0
KP	0
KP	3
KP	0
KP	19
KP	0
KP	40
KP	11
KP	7
KP	1
KP	0
KP	0
KP	0
KP	0
KP	1
KP	0
KP	0
KP	0
KP	0
KP	4
KP	0
KP	16
KP	0
KP	0
KP	1
KP	0
KP	1
KP	0
KP	0
KP	0
KP	71
KP	2
KP	11
KP	8
KP	1
KP	0
KP	0
KP	7
KP	0
KP	2
KP	15
KP	30
KP	108
KP	0
KP	0
KP	1
KP	0
KP	1
KP	2
KP	2
KP	0
KP	1
KP	25
KP	96
KP	41
KP	1
KP	0
KP	0
KP	0
KP	1
KP	0
KP	0
KP	0
KP	9
KP	16
KP	55
KP	9
KP	15
KP	9
KP	0
KP	25
KP	5
KP	0
KP	28
KP	7
KP	6
KP	3
KP	0
KP	0
KP	0
KP	9
KP	9
KP	0
KP	1
KP	4
KP	0
KP	0
KP	0
KP	0
KP	0
KP	4
KP	1
KP	0
KP	0
KP	3
KP	1
KP	13
KP	3
KP	1
KP	25
KP	1
KP	3
KP	7
KP	0
KP	4
KP	0
KP	34
KP	55
KP	0
KP	0
KP	32
KP	6
KP	12
KP	14
KP	0
KP	11
KP	0
KP	0
KP	7
KP	0
KP	0
KP	9
KP	2
KP	2
KP	1
KP	0
KP	8
KP	0
KP	0
KP	0
KP	1
KP	0
KP	7
KP	0
KP	0
KP	0
KP	0
KP	0
KP	0
KP	0
KP	8
KP	3
KP	4
KP	7
KP	0
KP	0
KP	9
KP	15
KP	0
KP	35
KP	0
KP	0
KP	0
KP	10
KP	0
KP	2
KP	1
KP	0
KP	1
KP	0
KP	0
KP	1
KP	0
KP	1
KP	0
KP	1
KP	0
KP	2
KP	0
KP	2
KP	0
KP	0
KP	0
KP	5
KP	0
KP	0
KP	0
KP	1
KP	0
KP	0
KP	0
KP	1
KP	0
KP	0
KP	2
KP	0
KP	1
KP	0
KP	0
KP	0
KP	0
KP	0
KP	0
KP	0
KP	1
KP	0
KP	3
KP	0
KP	0
KP	1
KP	7
KP	2
KP	3
KP	0
KP	1
KP	0
KP	0
KP	0
KP	1
KP	3
KP	3
KP	0
KP	3
KP	0
KP	2
KP	34
KP	1
KP	5
KP	74
KP	15
KP	1
KP	1
KP	1
KP	0
KP	3
KP	1
KP	0
KP	0
KP	0
KP	2
KP	0
KP	0
KP	4
KP	0
KP	9
KP	0
KP	1
KP	1
KP	0
KP	2
KP	0
KP	0
KP	2
KP	2
KP	0
KP	0
KP	0
KP	0
KP	2
KP	0
KP	0
KP	0
KP	0
KP	5
KP	2
KP	0
KP	1
KP	0
KP	3
KP	0
KP	0
KP	0
KP	0
KP	7
KP	1
KP	0
KP	0
KP	2
KP	2
KP	0
KP	0
KP	0
KP	7
KP	0
KP	0
KP	8
KP	20
KP	3
KP	10
KP	0
KP	0
KP	0
KP	16
KP	2
KP	24
KP	9
KP	6
KP	2
KP	3
KP	1
KP	10
KP	0
KP	1
KP	12
KP	11
KP	44
KP	0
KP	0
KP	41
KP	5
KP	61
KP	0
KP	10
KP	0
KP	3
KP	5
KP	0
KP	0
KP	9
KP	11
KP	0
KP	2
KP	1
KP	61
KP	11
KP	3
KP	7
KP	18
KP	0
KP	3
KP	6
KP	0
KP	8
KP	2
KP	11
KP	1
KP	20
KP	3
KP	2
KP	2
KP	2
KP	10
KP	7
KP	0
KP	17
KP	0
KP	6
KP	3
KP	1
KP	6
KP	2
KP	4
KP	10
KP	0
KP	0
KP	39
KP	15
KP	15
KP	0
KP	10
KP	67
KP	41
KP	23
KP	8
KP	6
KP	0
KP	0
KP	36
KP	5
KP	66
KP	53
KP	94
KP	119
KP	50
KP	36
KP	9
KP	13
KP	6
KP	0
KP	2
KP	18
KP	13
KP	28
KP	10
KP	17
KP	4
KP	4
KP	0
KP	13
KP	32
KP	23
KP	8
KP	22
KP	28
KP	0
KP	70
KP	16
KP	10
KP	4
KP	2
KP	6
KP	28
KP	1
KP	70
KP	22
KP	9
KP	0
KP	0
KP	0
KP	0
KP	3
KP	2
KP	0
KP	5
KP	0
KP	1
KP	5
KP	12
KP	1
KP	0
KP	0
KP	17
KP	5
KP	8
KP	4
KP	2
KP	0
KP	12
KP	3
KP	4
KP	0
KP	2
KP	3
KP	0
KP	1
KP	7
KP	0
KP	0
KP	0
KP	0
KP	11
KP	5
KP	1
KP	5
KP	0
