Metapop	Stand	Plot	Tree	Year	NewCones	Mast	ConesRemain	ConePred	PredProp	PropDeadLP	Middenha1yr	BATotal	BALiveLp	CVStand		
KP	Siffleur_falls	31	954	2010	64	1	57	7	0.11	0.03	0.3	3.666666667	2.67			
KP	Siffleur_falls	31	955	2010	0	1	0	0	NA	0.03	0.3	3.666666667	2.67			
KP	Siffleur_falls	31	956	2010	0	1	0	0	NA	0.03	0.3	3.666666667	2.67			
KP	Siffleur_falls	31	957	2010	13	1	0	13	1	0.03	0.3	3.666666667	2.67			
KP	Siffleur_falls	31	958	2010	22	1	13	9	0.41	0.03	0.3	3.666666667	2.67			
KP	Siffleur_falls	31	959	2010	0	1	0	0	NA	0.03	0.3	3.666666667	2.67			
KP	Siffleur_falls	31	960	2010	5	1	3	2	0.4	0.03	0.3	3.666666667	2.67			
KP	Siffleur_falls	32	941	2010	17	1	0	17	1	0.03	0.3	3.333333333	2.00			
KP	Siffleur_falls	32	942	2010	1	1	0	1	1	0.03	0.3	3.333333333	2.00			
KP	Siffleur_falls	32	943	2010	12	1	2	10	0.83	0.03	0.3	3.333333333	2.00			
KP	Siffleur_falls	32	944	2010	31	1	25	6	0.19	0.03	0.3	3.333333333	2.00			
KP	Siffleur_falls	32	945	2010	7	1	6	1	0.14	0.03	0.3	3.333333333	2.00			
KP	Siffleur_falls	32	946	2010	0	1	0	0	NA	0.03	0.3	3.333333333	2.00			
KP	Siffleur_falls	32	947	2010	0	1	0	0	NA	0.03	0.3	3.333333333	2.00			
KP	Siffleur_falls	32	948	2010	4	1	4	0	0	0.03	0.3	3.333333333	2.00			
KP	Siffleur_falls	32	949	2010	0	1	0	0	NA	0.03	0.3	3.333333333	2.00			
KP	Siffleur_falls	32	950	2010	0	1	0	0	NA	0.03	0.3	3.333333333	2.00			
KP	Siffleur_Hoodoos	57	91	2010	24	1	1	23	0.96	0.06	3.89	4.333333333	1.00			
KP	Siffleur_Hoodoos	57	92	2010	7	1	0	7	1	0.06	3.89	4.333333333	1.00			
KP	Siffleur_Hoodoos	57	93	2010	13	1	2	11	0.85	0.06	3.89	4.333333333	1.00			
KP	Siffleur_Hoodoos	57	94	2010	13	1	0	13	1	0.06	3.89	4.333333333	1.00			
KP	Siffleur_Hoodoos	57	95	2010	3	1	0	3	1	0.06	3.89	4.333333333	1.00			
KP	Siffleur_Hoodoos	57	96	2010	6	1	0	6	1	0.06	3.89	4.333333333	1.00			
KP	Siffleur_Hoodoos	57	97	2010	9	1	1	8	0.89	0.06	3.89	4.333333333	1.00			
KP	Siffleur_Hoodoos	57	98	2010	3	1	0	3	1	0.06	3.89	4.333333333	1.00			
KP	Siffleur_Hoodoos	57	99	2010	6	1	0	6	1	0.06	3.89	4.333333333	1.00			
KP	Siffleur_Hoodoos	57	100	2010	4	1	0	4	1	0.06	3.89	4.333333333	1.00			
KP	Siffleur_Hoodoos	58	181	2010	36	1	29	7	0.19	0.06	3.89	3	0.67			
KP	Siffleur_Hoodoos	58	182	2010	4	1	0	4	1	0.06	3.89	3	0.67			
KP	Siffleur_Hoodoos	58	183	2010	23	1	0	23	1	0.06	3.89	3	0.67			
KP	Siffleur_Hoodoos	58	184	2010	74	1	19	55	0.74	0.06	3.89	3	0.67			
KP	Siffleur_Hoodoos	58	185	2010	16	1	0	16	1	0.06	3.89	3	0.67			
KP	Siffleur_Hoodoos	58	186	2010	8	1	1	7	0.88	0.06	3.89	3	0.67			
KP	Siffleur_Hoodoos	58	187	2010	2	1	1	1	0.5	0.06	3.89	3	0.67			
KP	Siffleur_Hoodoos	58	188	2010	12	1	6	6	0.5	0.06	3.89	3	0.67			
KP	Siffleur_Hoodoos	58	189	2010	13	1	9	4	0.31	0.06	3.89	3	0.67			
KP	Siffleur_Hoodoos	58	190	2010	13	1	1	12	0.92	0.06	3.89	3	0.67			
KP	Siffleur_Hoodoos	59	191	2010	28	1	5	23	0.82	0.06	3.89	3.666666667	1.33			
KP	Siffleur_Hoodoos	59	192	2010	16	1	9	7	0.44	0.06	3.89	3.666666667	1.33			
KP	Siffleur_Hoodoos	59	193	2010	87	1	38	49	0.56	0.06	3.89	3.666666667	1.33			
KP	Siffleur_Hoodoos	59	194	2010	0	1	0	0	NA	0.06	3.89	3.666666667	1.33			
KP	Siffleur_Hoodoos	59	195	2010	26	1	2	24	0.92	0.06	3.89	3.666666667	1.33			
KP	Siffleur_Hoodoos	59	196	2010	8	1	4	4	0.5	0.06	3.89	3.666666667	1.33			
KP	Siffleur_Hoodoos	59	197	2010	15	1	0	15	1	0.06	3.89	3.666666667	1.33			
KP	Siffleur_Hoodoos	59	198	2010	1	1	1	0	0	0.06	3.89	3.666666667	1.33			
KP	Siffleur_Hoodoos	59	199	2010	0	1	0	0	NA	0.06	3.89	3.666666667	1.33			
KP	Siffleur_Hoodoos	59	200	2010	4	1	0	4	1	0.06	3.89	3.666666667	1.33			
KP	Siffleur_Hoodoos	60	291	2010	178	1	0	178	1	0.06	3.89	3	2.33			
KP	Siffleur_Hoodoos	60	292	2010	13	1	4	9	0.69	0.06	3.89	3	2.33			
KP	Siffleur_Hoodoos	60	293	2010	34	1	0	34	1	0.06	3.89	3	2.33			
KP	Siffleur_Hoodoos	60	294	2010	81	1	0	81	1	0.06	3.89	3	2.33			
KP	Siffleur_Hoodoos	60	295	2010	19	1	7	12	0.63	0.06	3.89	3	2.33			
KP	Siffleur_Hoodoos	60	296	2010	30	1	30	0	0	0.06	3.89	3	2.33			
KP	Siffleur_Hoodoos	60	297	2010	53	1	37	16	0.3	0.06	3.89	3	2.33			
KP	Siffleur_Hoodoos	60	298	2010	15	1	0	15	1	0.06	3.89	3	2.33			
KP	Siffleur_Hoodoos	60	299	2010	57	1	11	46	0.81	0.06	3.89	3	2.33			
KP	Siffleur_Hoodoos	60	300	2010	58	1	33	25	0.43	0.06	3.89	3	2.33			
KP	Siffleur_Valley	61	2110	2010	127	1	127	0	0	0.44	2	4	2.67			
KP	Siffleur_Valley	61	2120	2010	29	1	26	3	0.1	0.44	2	4	2.67			
KP	Siffleur_Valley	61	2130	2010	186	1	163	23	0.12	0.44	2	4	2.67			
KP	Siffleur_Valley	61	2140	2010	47	1	31	16	0.34	0.44	2	4	2.67			
KP	Siffleur_Valley	61	2150	2010	27	1	0	27	1	0.44	2	4	2.67			
KP	Siffleur_Valley	61	2160	2010	9	1	0	9	1	0.44	2	4	2.67			
KP	Siffleur_Valley	61	2170	2010	17	1	0	17	1	0.44	2	4	2.67			
KP	Siffleur_Valley	61	2180	2010	0	1	0	0	NA	0.44	2	4	2.67			
KP	Siffleur_Valley	61	2190	2010	4	1	4	0	0	0.44	2	4	2.67			
KP	Siffleur_Valley	61	2200	2010	11	1	11	0	0	0.44	2	4	2.67			
KP	Siffleur_Valley	62	2210	2010	37	1	17	20	0.54	0.44	2	4.166666667	1.50			
KP	Siffleur_Valley	62	2220	2010	10	1	8	2	0.2	0.44	2	4.166666667	1.50			
KP	Siffleur_Valley	62	2230	2010	22	1	14	8	0.36	0.44	2	4.166666667	1.50			
KP	Siffleur_Valley	62	2240	2010	11	1	11	0	0	0.44	2	4.166666667	1.50			
KP	Siffleur_Valley	62	2250	2010	1	1	0	1	1	0.44	2	4.166666667	1.50			
KP	Siffleur_Valley	62	2260	2010	2	1	2	0	0	0.44	2	4.166666667	1.50			
KP	Siffleur_Valley	62	2270	2010	7	1	7	0	0	0.44	2	4.166666667	1.50			
KP	Siffleur_Valley	62	2280	2010	0	1	0	0	NA	0.44	2	4.166666667	1.50			
KP	Siffleur_Valley	62	2290	2010	7	1	7	0	0	0.44	2	4.166666667	1.50			
KP	Siffleur_Valley	62	2300	2010	15	1	8	7	0.47	0.44	2	4.166666667	1.50			
KP	Siffleur_Valley	63	2310	2010	2	1	2	0	0	0.44	2	5.666666667	3.67			
KP	Siffleur_Valley	63	2320	2010	69	1	67	2	0.03	0.44	2	5.666666667	3.67			
KP	Siffleur_Valley	63	2330	2010	2	1	2	0	0	0.44	2	5.666666667	3.67			
KP	Siffleur_Valley	63	2340	2010	39	1	11	28	0.72	0.44	2	5.666666667	3.67			
KP	Siffleur_Valley	63	2350	2010	1	1	1	0	0	0.44	2	5.666666667	3.67			
KP	Siffleur_Valley	63	2360	2010	8	1	5	3	0.38	0.44	2	5.666666667	3.67			
KP	Siffleur_Valley	63	2370	2010	3	1	3	0	0	0.44	2	5.666666667	3.67			
KP	Siffleur_Valley	63	2380	2010	25	1	6	19	0.76	0.44	2	5.666666667	3.67			
KP	Siffleur_Valley	63	2390	2010	9	1	5	4	0.44	0.44	2	5.666666667	3.67			
KP	Siffleur_Valley	63	2400	2010	1	1	0	1	1	0.44	2	5.666666667	3.67			
KP	Siffleur_Valley	64	241	2010	12	1	12	0	0	0.44	2	5.333333333	3.00			
KP	Siffleur_Valley	64	242	2010	43	1	43	0	0	0.44	2	5.333333333	3.00			
KP	Siffleur_Valley	64	243	2010	42	1	42	0	0	0.44	2	5.333333333	3.00			
KP	Siffleur_Valley	64	244	2010	57	1	30	27	0.47	0.44	2	5.333333333	3.00			
KP	Siffleur_Valley	64	245	2010	31	1	31	0	0	0.44	2	5.333333333	3.00			
KP	Siffleur_Valley	64	246	2010	8	1	8	0	0	0.44	2	5.333333333	3.00			
KP	Siffleur_Valley	64	247	2010	19	1	19	0	0	0.44	2	5.333333333	3.00			
KP	Siffleur_Valley	64	248	2010	102	1	19	83	0.81	0.44	2	5.333333333	3.00			
KP	Siffleur_Valley	64	249	2010	118	1	64	54	0.46	0.44	2	5.333333333	3.00			
KP	Siffleur_Valley	64	250	2010	125	1	74	51	0.41	0.44	2	5.333333333	3.00			
KP	Mid_lake	33	611	2010	15	1	8	7	0.47	0	0	1.666666667	1.33			
KP	Mid_lake	33	612	2010	56	1	56	0	0	0	0	1.666666667	1.33			
KP	Mid_lake	33	613	2010	39	1	17	22	0.56	0	0	1.666666667	1.33			
KP	Mid_lake	33	614	2010	171	1	1	170	0.99	0	0	1.666666667	1.33			
KP	Mid_lake	33	615	2010	30	1	9	21	0.7	0	0	1.666666667	1.33			
KP	Mid_lake	33	616	2010	37	1	27	10	0.27	0	0	1.666666667	1.33			
KP	Mid_lake	33	617	2010	22	1	5	17	0.77	0	0	1.666666667	1.33			
KP	Mid_lake	33	618	2010	49	1	40	9	0.18	0	0	1.666666667	1.33			
KP	Mid_lake	33	619	2010	37	1	8	29	0.78	0	0	1.666666667	1.33			
KP	Mid_lake	33	620	2010	150	1	42	108	0.72	0	0	1.666666667	1.33			
KP	Mid_lake	34	601	2010	22	1	17	5	0.23	0	0	2	0.67			
KP	Mid_lake	34	602	2010	75	1	34	41	0.55	0	0	2	0.67			
KP	Mid_lake	34	603	2010	13	1	13	0	0	0	0	2	0.67			
KP	Mid_lake	34	604	2010	74	1	53	21	0.28	0	0	2	0.67			
KP	Mid_lake	34	605	2010	61	1	18	43	0.7	0	0	2	0.67			
KP	Mid_lake	34	606	2010	22	1	0	22	1	0	0	2	0.67			
KP	Mid_lake	34	607	2010	20	1	20	0	0	0	0	2	0.67			
KP	Mid_lake	34	608	2010	199	1	176	23	0.12	0	0	2	0.67			
KP	Mid_lake	34	609	2010	33	1	18	15	0.45	0	0	2	0.67			
KP	Mid_lake	34	610	2010	124	1	39	85	0.69	0	0	2	0.67			
KP	Mid_lake	35	991	2010	205	1	108	97	0.47	0	0	4	0.67			
KP	Mid_lake	35	992	2010	27	1	26	1	0.04	0	0	4	0.67			
KP	Mid_lake	35	993	2010	23	1	23	0	0	0	0	4	0.67			
KP	Mid_lake	35	994	2010	223	1	183	40	0.18	0	0	4	0.67			
KP	Mid_lake	35	995	2010	37	1	13	24	0.65	0	0	4	0.67			
KP	Mid_lake	35	996	2010	171	1	74	97	0.57	0	0	4	0.67			
KP	Mid_lake	35	997	2010	19	1	11	8	0.42	0	0	4	0.67			
KP	Mid_lake	35	998	2010	37	1	10	27	0.73	0	0	4	0.67			
KP	Mid_lake	35	999	2010	57	1	32	25	0.44	0	0	4	0.67			
KP	Mid_lake	35	1000	2010	121	1	114	7	0.06	0	0	4	0.67			
KP	Mid_lake	36	981	2010	126	1	22	104	0.83	0	0	2	0.67			
KP	Mid_lake	36	982	2010	86	1	19	67	0.78	0	0	2	0.67			
KP	Mid_lake	36	983	2010	57	1	36	21	0.37	0	0	2	0.67			
KP	Mid_lake	36	984	2010	55	1	52	3	0.05	0	0	2	0.67			
KP	Mid_lake	36	985	2010	74	1	4	70	0.95	0	0	2	0.67			
KP	Mid_lake	36	986	2010	54	1	54	0	0	0	0	2	0.67			
KP	Mid_lake	36	987	2010	55	1	42	13	0.24	0	0	2	0.67			
KP	Mid_lake	36	988	2010	49	1	38	11	0.22	0	0	2	0.67			
KP	Mid_lake	36	989	2010	80	1	41	39	0.49	0	0	2	0.67			
KP	Mid_lake	36	990	2010	149	1	112	37	0.25	0	0	2	0.67			
KP	Cliffs	37	661	2010	4	1	4	0	0	0	0	1.666666667	1.33			
KP	Cliffs	37	662	2010	12	1	6	6	0.5	0	0	1.666666667	1.33			
KP	Cliffs	37	663	2010	67	1	63	4	0.06	0	0	1.666666667	1.33			
KP	Cliffs	37	664	2010	7	1	4	3	0.43	0	0	1.666666667	1.33			
KP	Cliffs	37	665	2010	4	1	4	0	0	0	0	1.666666667	1.33			
KP	Cliffs	37	666	2010	21	1	21	0	0	0	0	1.666666667	1.33			
KP	Cliffs	37	667	2010	5	1	3	2	0.4	0	0	1.666666667	1.33			
KP	Cliffs	37	668	2010	14	1	14	0	0	0	0	1.666666667	1.33			
KP	Cliffs	37	669	2010	0	1	0	0	NA	0	0	1.666666667	1.33			
KP	Cliffs	37	670	2010	3	1	3	0	0	0	0	1.666666667	1.33			
KP	Cliffs	38	671	2010	0	1	0	0	NA	0	0	4	3.00			
KP	Cliffs	38	672	2010	21	1	14	7	0.33	0	0	4	3.00			
KP	Cliffs	38	673	2010	9	1	5	4	0.44	0	0	4	3.00			
KP	Cliffs	38	674	2010	0	1	0	0	NA	0	0	4	3.00			
KP	Cliffs	38	675	2010	16	1	16	0	0	0	0	4	3.00			
KP	Cliffs	38	676	2010	8	1	8	0	0	0	0	4	3.00			
KP	Cliffs	38	677	2010	8	1	8	0	0	0	0	4	3.00			
KP	Cliffs	38	678	2010	3	1	2	1	0.33	0	0	4	3.00			
KP	Cliffs	38	679	2010	0	1	0	0	NA	0	0	4	3.00			
KP	Cliffs	38	680	2010	14	1	14	0	0	0	0	4	3.00			
KP	Cliffs	39	681	2010	2	1	1	1	0.5	0	0	1.333333333	1.33			
KP	Cliffs	39	682	2010	13	1	8	5	0.38	0	0	1.333333333	1.33			
KP	Cliffs	39	683	2010	31	1	21	10	0.32	0	0	1.333333333	1.33			
KP	Cliffs	39	684	2010	5	1	2	3	0.6	0	0	1.333333333	1.33			
KP	Cliffs	39	685	2010	12	1	12	0	0	0	0	1.333333333	1.33			
KP	Cliffs	39	686	2010	16	1	16	0	0	0	0	1.333333333	1.33			
KP	Cliffs	39	687	2010	22	1	15	7	0.32	0	0	1.333333333	1.33			
KP	Cliffs	39	688	2010	21	1	21	0	0	0	0	1.333333333	1.33			
KP	Cliffs	39	689	2010	8	1	6	2	0.25	0	0	1.333333333	1.33			
KP	Cliffs	39	690	2010	1	1	1	0	0	0	0	1.333333333	1.33			
KP	Cliffs	40	691	2010	53	1	46	7	0.13	0	0	4.333333333	3.33			
KP	Cliffs	40	692	2010	10	1	7	3	0.3	0	0	4.333333333	3.33			
KP	Cliffs	40	693	2010	25	1	25	0	0	0	0	4.333333333	3.33			
KP	Cliffs	40	694	2010	0	1	0	0	NA	0	0	4.333333333	3.33			
KP	Cliffs	40	695	2010	55	1	47	8	0.15	0	0	4.333333333	3.33			
KP	Cliffs	40	696	2010	79	1	79	0	0	0	0	4.333333333	3.33			
KP	Cliffs	40	697	2010	39	1	39	0	0	0	0	4.333333333	3.33			
KP	Cliffs	40	698	2010	55	1	35	20	0.36	0	0	4.333333333	3.33			
KP	Cliffs	40	699	2010	28	1	21	7	0.25	0	0	4.333333333	3.33			
KP	Cliffs	40	700	2010	2	1	0	2	1	0	0	4.333333333	3.33			
KP	High_rock	41	4200	2010	42	1	33	9	0.21	0	0.93	3.333333333	1.67			
KP	High_rock	41	4210	2010	0	1	0	0	NA	0	0.93	3.333333333	1.67			
KP	High_rock	41	4220	2010	77	1	57	20	0.26	0	0.93	3.333333333	1.67			
KP	High_rock	41	4230	2010	53	1	53	0	0	0	0.93	3.333333333	1.67			
KP	High_rock	41	4240	2010	220	1	29	191	0.87	0	0.93	3.333333333	1.67			
KP	High_rock	41	4250	2010	81	1	73	8	0.1	0	0.93	3.333333333	1.67			
KP	High_rock	41	4260	2010	171	1	112	59	0.35	0	0.93	3.333333333	1.67			
KP	High_rock	41	4270	2010	216	1	173	43	0.2	0	0.93	3.333333333	1.67			
KP	High_rock	41	4280	2010	68	1	58	10	0.15	0	0.93	3.333333333	1.67			
KP	High_rock	41	4290	2010	42	1	39	3	0.07	0	0.93	3.333333333	1.67			
KP	High_rock	42	4300	2010	47	1	30	17	0.36	0	0.93	7	2.00			
KP	High_rock	42	4310	2010	37	1	0	37	1	0	0.93	7	2.00			
KP	High_rock	42	4320	2010	68	1	54	14	0.21	0	0.93	7	2.00			
KP	High_rock	42	4330	2010	17	1	14	3	0.18	0	0.93	7	2.00			
KP	High_rock	42	4340	2010	6	1	0	6	1	0	0.93	7	2.00			
KP	High_rock	42	4350	2010	18	1	11	7	0.39	0	0.93	7	2.00			
KP	High_rock	42	4360	2010	94	1	53	41	0.44	0	0.93	7	2.00			
KP	High_rock	42	4370	2010	46	1	33	13	0.28	0	0.93	7	2.00			
KP	High_rock	42	4380	2010	74	1	1	73	0.99	0	0.93	7	2.00			
KP	High_rock	42	4390	2010	26	1	11	15	0.58	0	0.93	7	2.00			
KP	High_rock	43	4410	2010	16	1	12	4	0.25	0	0.93	5	3.67			
KP	High_rock	43	4420	2010	14	1	9	5	0.36	0	0.93	5	3.67			
KP	High_rock	43	4430	2010	1	1	0	1	1	0	0.93	5	3.67			
KP	High_rock	43	4440	2010	68	1	68	0	0	0	0.93	5	3.67			
KP	High_rock	43	4450	2010	60	1	28	32	0.53	0	0.93	5	3.67			
KP	High_rock	43	4460	2010	101	1	74	27	0.27	0	0.93	5	3.67			
KP	High_rock	43	4470	2010	54	1	41	13	0.24	0	0.93	5	3.67			
KP	High_rock	43	4480	2010	147	1	109	38	0.26	0	0.93	5	3.67			
KP	High_rock	43	4490	2010	29	1	21	8	0.28	0	0.93	5	3.67			
KP	High_rock	43	4500	2010	11	1	6	5	0.45	0	0.93	5	3.67			
KP	High_rock	44	4010	2010	121	1	111	10	0.08	0	0.93	5	3.33			
KP	High_rock	44	4020	2010	183	1	178	5	0.03	0	0.93	5	3.33			
KP	High_rock	44	4030	2010	41	1	0	41	1	0	0.93	5	3.33			
KP	High_rock	44	4040	2010	151	1	3	148	0.98	0	0.93	5	3.33			
KP	High_rock	44	4050	2010	62	1	3	59	0.95	0	0.93	5	3.33			
KP	High_rock	44	4060	2010	8	1	7	1	0.13	0	0.93	5	3.33			
KP	High_rock	44	4070	2010	81	1	1	80	0.99	0	0.93	5	3.33			
KP	High_rock	44	4080	2010	38	1	24	14	0.37	0	0.93	5	3.33			
KP	High_rock	44	4090	2010	55	1	48	7	0.13	0	0.93	5	3.33			
KP	High_rock	44	4100	2010	23	1	23	0	0	0	0.93	5	3.33			
KP	Gravel_Pit_Forest	65	251	2010	50	1	33	17	0.34	0.06	1.91	4.333333333	0.33			
KP	Gravel_Pit_Forest	65	252	2010	8	1	6	2	0.25	0.06	1.91	4.333333333	0.33			
KP	Gravel_Pit_Forest	65	253	2010	29	1	0	29	1	0.06	1.91	4.333333333	0.33			
KP	Gravel_Pit_Forest	65	254	2010	8	1	4	4	0.5	0.06	1.91	4.333333333	0.33			
KP	Gravel_Pit_Forest	65	255	2010	18	1	7	11	0.61	0.06	1.91	4.333333333	0.33			
KP	Gravel_Pit_Forest	65	256	2010	36	1	17	19	0.53	0.06	1.91	4.333333333	0.33			
KP	Gravel_Pit_Forest	65	257	2010	1	1	0	1	1	0.06	1.91	4.333333333	0.33			
KP	Gravel_Pit_Forest	65	258	2010	0	1	0	0	NA	0.06	1.91	4.333333333	0.33			
KP	Gravel_Pit_Forest	65	259	2010	189	1	189	0	0	0.06	1.91	4.333333333	0.33			
KP	Gravel_Pit_Forest	65	260	2010	35	1	0	35	1	0.06	1.91	4.333333333	0.33			
KP	Gravel_Pit_Forest	66	261	2010	19	1	0	19	1	0.06	1.91	6	4.00			
KP	Gravel_Pit_Forest	66	262	2010	56	1	53	3	0.05	0.06	1.91	6	4.00			
KP	Gravel_Pit_Forest	66	263	2010	28	1	0	28	1	0.06	1.91	6	4.00			
KP	Gravel_Pit_Forest	66	264	2010	4	1	2	2	0.5	0.06	1.91	6	4.00			
KP	Gravel_Pit_Forest	66	265	2010	77	1	1	76	0.99	0.06	1.91	6	4.00			
KP	Gravel_Pit_Forest	66	266	2010	4	1	0	4	1	0.06	1.91	6	4.00			
KP	Gravel_Pit_Forest	66	267	2010	66	1	2	64	0.97	0.06	1.91	6	4.00			
KP	Gravel_Pit_Forest	66	268	2010	15	1	15	0	0	0.06	1.91	6	4.00			
KP	Gravel_Pit_Forest	66	269	2010	7	1	7	0	0	0.06	1.91	6	4.00			
KP	Gravel_Pit_Forest	66	270	2010	94	1	77	17	0.18	0.06	1.91	6	4.00			
KP	Gravel_Pit_Forest	67	271	2010	27	1	0	27	1	0.06	1.91	5.666666667	4.67			
KP	Gravel_Pit_Forest	67	272	2010	16	1	3	13	0.81	0.06	1.91	5.666666667	4.67			
KP	Gravel_Pit_Forest	67	273	2010	17	1	0	17	1	0.06	1.91	5.666666667	4.67			
KP	Gravel_Pit_Forest	67	274	2010	13	1	0	13	1	0.06	1.91	5.666666667	4.67			
KP	Gravel_Pit_Forest	67	275	2010	14	1	1	13	0.93	0.06	1.91	5.666666667	4.67			
KP	Gravel_Pit_Forest	67	276	2010	6	1	0	6	1	0.06	1.91	5.666666667	4.67			
KP	Gravel_Pit_Forest	67	277	2010	11	1	0	11	1	0.06	1.91	5.666666667	4.67			
KP	Gravel_Pit_Forest	67	278	2010	14	1	0	14	1	0.06	1.91	5.666666667	4.67			
KP	Gravel_Pit_Forest	67	279	2010	29	1	0	29	1	0.06	1.91	5.666666667	4.67			
KP	Gravel_Pit_Forest	67	280	2010	17	1	0	17	1	0.06	1.91	5.666666667	4.67			
KP	Gravel_Pit_Forest	68	281	2010	9	1	0	9	1	0.06	1.91	4	3.00			
KP	Gravel_Pit_Forest	68	282	2010	16	1	0	16	1	0.06	1.91	4	3.00			
KP	Gravel_Pit_Forest	68	283	2010	10	1	0	10	1	0.06	1.91	4	3.00			
KP	Gravel_Pit_Forest	68	284	2010	15	1	0	15	1	0.06	1.91	4	3.00			
KP	Gravel_Pit_Forest	68	285	2010	0	1	0	0	NA	0.06	1.91	4	3.00			
KP	Gravel_Pit_Forest	68	286	2010	78	1	1	77	0.99	0.06	1.91	4	3.00			
KP	Gravel_Pit_Forest	68	287	2010	3	1	0	3	1	0.06	1.91	4	3.00			
KP	Gravel_Pit_Forest	68	288	2010	13	1	0	13	1	0.06	1.91	4	3.00			
KP	Gravel_Pit_Forest	68	289	2010	9	1	0	9	1	0.06	1.91	4	3.00			
KP	Gravel_Pit_Forest	68	290	2010	0	1	0	0	NA	0.06	1.91	4	3.00			
