Metapop	Stand	Plot	Tree	Year	NewCones	Mast	ConesRemain	ConePred	PredProp	PropDeadLP	Middenha1yr	BATotal	BALiveLp	CVStand		
PH	Lundbreck	12	533	2010	25	1	22	3	0.12	0.16	0.22	2.666666667	2.67			
PH	Lundbreck	12	534	2010	21	1	19	2	0.1	0.16	0.22	2.666666667	2.67			
PH	Lundbreck	12	535	2010	35	1	5	30	0.86	0.16	0.22	2.666666667	2.67			
PH	Lundbreck	12	536	2010	107	1	95	12	0.11	0.16	0.22	2.666666667	2.67			
PH	Lundbreck	12	537	2010	10	1	10	0	0	0.16	0.22	2.666666667	2.67			
PH	Lundbreck	12	538	2010	92	1	23	69	0.75	0.16	0.22	2.666666667	2.67			
PH	Lundbreck	12	539	2010	64	1	35	29	0.45	0.16	0.22	2.666666667	2.67			
PH	Lundbreck	12	540	2010	15	1	4	11	0.73	0.16	0.22	2.666666667	2.67			
PH	East_Sharples	13	541	2010	11	1	7	4	0.36	0.03	0.82	9.666666667	2.33			
PH	East_Sharples	13	542	2010	53	1	3	50	0.94	0.03	0.82	9.666666667	2.33			
PH	East_Sharples	13	543	2010	117	1	6	111	0.95	0.03	0.82	9.666666667	2.33			
PH	East_Sharples	13	544	2010	4	1	3	1	0.25	0.03	0.82	9.666666667	2.33			
PH	East_Sharples	13	545	2010	8	1	3	5	0.63	0.03	0.82	9.666666667	2.33			
PH	East_Sharples	13	546	2010	3	1	0	3	1	0.03	0.82	9.666666667	2.33			
PH	East_Sharples	13	547	2010	3	1	0	3	1	0.03	0.82	9.666666667	2.33			
PH	East_Sharples	13	548	2010	22	1	0	22	1	0.03	0.82	9.666666667	2.33			
PH	East_Sharples	13	549	2010	6	1	0	6	1	0.03	0.82	9.666666667	2.33			
PH	East_Sharples	13	550	2010	40	1	1	39	0.98	0.03	0.82	9.666666667	2.33			
PH	East_Sharples	14	551	2010	20	1	6	14	0.7	0.03	0.82	6.333333333	4.33			
PH	East_Sharples	14	552	2010	24	1	24	0	0	0.03	0.82	6.333333333	4.33			
PH	East_Sharples	14	553	2010	12	1	10	2	0.17	0.03	0.82	6.333333333	4.33			
PH	East_Sharples	14	554	2010	11	1	9	2	0.18	0.03	0.82	6.333333333	4.33			
PH	East_Sharples	14	555	2010	6	1	5	1	0.17	0.03	0.82	6.333333333	4.33			
PH	East_Sharples	14	556	2010	25	1	25	0	0	0.03	0.82	6.333333333	4.33			
PH	East_Sharples	14	557	2010	31	1	31	0	0	0.03	0.82	6.333333333	4.33			
PH	East_Sharples	14	558	2010	23	1	8	15	0.65	0.03	0.82	6.333333333	4.33			
PH	East_Sharples	14	559	2010	28	1	17	11	0.39	0.03	0.82	6.333333333	4.33			
PH	East_Sharples	14	560	2010	40	1	1	39	0.98	0.03	0.82	6.333333333	4.33			
PH	East_Sharples	15	561	2010	65	1	24	41	0.63	0.03	0.82	3.333333333	2.00			
PH	East_Sharples	15	562	2010	3	1	3	0	0	0.03	0.82	3.333333333	2.00			
PH	East_Sharples	15	563	2010	84	1	84	0	0	0.03	0.82	3.333333333	2.00			
PH	East_Sharples	15	564	2010	73	1	36	37	0.51	0.03	0.82	3.333333333	2.00			
PH	East_Sharples	15	565	2010	17	1	6	11	0.65	0.03	0.82	3.333333333	2.00			
PH	East_Sharples	15	566	2010	1	1	0	1	1	0.03	0.82	3.333333333	2.00			
PH	East_Sharples	15	567	2010	84	1	61	23	0.27	0.03	0.82	3.333333333	2.00			
PH	East_Sharples	15	568	2010	44	1	38	6	0.14	0.03	0.82	3.333333333	2.00			
PH	East_Sharples	15	569	2010	4	1	4	0	0	0.03	0.82	3.333333333	2.00			
PH	East_Sharples	15	570	2010	6	1	3	3	0.5	0.03	0.82	3.333333333	2.00			
PH	East_Sharples	16	571	2010	125	1	4	121	0.97	0.03	0.82	7.333333333	1.33			
PH	East_Sharples	16	572	2010	12	1	4	8	0.67	0.03	0.82	7.333333333	1.33			
PH	East_Sharples	16	573	2010	9	1	0	9	1	0.03	0.82	7.333333333	1.33			
PH	East_Sharples	16	574	2010	32	1	7	25	0.78	0.03	0.82	7.333333333	1.33			
PH	East_Sharples	16	575	2010	0	1	0	0	NA	0.03	0.82	7.333333333	1.33			
PH	East_Sharples	16	576	2010	14	1	0	14	1	0.03	0.82	7.333333333	1.33			
PH	East_Sharples	16	577	2010	4	1	1	3	0.75	0.03	0.82	7.333333333	1.33			
PH	East_Sharples	16	578	2010	21	1	11	10	0.48	0.03	0.82	7.333333333	1.33			
PH	East_Sharples	16	579	2010	13	1	6	7	0.54	0.03	0.82	7.333333333	1.33			
PH	East_Sharples	16	580	2010	30	1	0	30	1	0.03	0.82	7.333333333	1.33			
PH	Heath_Creek	17	741	2010	76	1	39	37	0.49	0.13	1.42	3	1.00			
PH	Heath_Creek	17	742	2010	41	1	11	30	0.73	0.13	1.42	3	1.00			
PH	Heath_Creek	17	743	2010	39	1	3	36	0.92	0.13	1.42	3	1.00			
PH	Heath_Creek	17	744	2010	26	1	26	0	0	0.13	1.42	3	1.00			
PH	Heath_Creek	17	745	2010	14	1	10	4	0.29	0.13	1.42	3	1.00			
PH	Heath_Creek	17	746	2010	81	1	46	35	0.43	0.13	1.42	3	1.00			
PH	Heath_Creek	17	747	2010	308	1	44	264	0.86	0.13	1.42	3	1.00			
PH	Heath_Creek	17	748	2010	339	1	3	336	0.99	0.13	1.42	3	1.00			
PH	Heath_Creek	17	749	2010	36	1	0	36	1	0.13	1.42	3	1.00			
PH	Heath_Creek	17	750	2010	34	1	0	34	1	0.13	1.42	3	1.00			
PH	Heath_Creek	18	751	2010	60	1	40	20	0.33	0.13	1.42	2.333333333	2.33			
PH	Heath_Creek	18	752	2010	89	1	75	14	0.16	0.13	1.42	2.333333333	2.33			
PH	Heath_Creek	18	753	2010	9	1	NA	NA	NA	0.13	1.42	2.333333333	2.33			
PH	Heath_Creek	18	754	2010	16	1	11	5	0.31	0.13	1.42	2.333333333	2.33			
PH	Heath_Creek	18	755	2010	63	1	17	46	0.73	0.13	1.42	2.333333333	2.33			
PH	Heath_Creek	18	756	2010	265	1	7	258	0.97	0.13	1.42	2.333333333	2.33			
PH	Heath_Creek	18	757	2010	126	1	6	120	0.95	0.13	1.42	2.333333333	2.33			
PH	Heath_Creek	18	758	2010	38	1	0	38	1	0.13	1.42	2.333333333	2.33			
PH	Heath_Creek	18	759	2010	6	1	0	6	1	0.13	1.42	2.333333333	2.33			
PH	Heath_Creek	18	760	2010	43	1	28	15	0.35	0.13	1.42	2.333333333	2.33			
PH	Heath_Creek	19	761	2010	42	1	38	4	0.1	0.13	1.42	2.333333333	2.33			
PH	Heath_Creek	19	762	2010	100	1	29	71	0.71	0.13	1.42	2.333333333	2.33			
PH	Heath_Creek	19	763	2010	53	1	18	35	0.66	0.13	1.42	2.333333333	2.33			
PH	Heath_Creek	19	764	2010	65	1	27	38	0.58	0.13	1.42	2.333333333	2.33			
PH	Heath_Creek	19	765	2010	8	1	7	1	0.13	0.13	1.42	2.333333333	2.33			
PH	Heath_Creek	19	766	2010	11	1	3	8	0.73	0.13	1.42	2.333333333	2.33			
PH	Heath_Creek	19	767	2010	42	1	33	9	0.21	0.13	1.42	2.333333333	2.33			
PH	Heath_Creek	19	768	2010	41	1	28	13	0.32	0.13	1.42	2.333333333	2.33			
PH	Heath_Creek	19	769	2010	22	1	17	5	0.23	0.13	1.42	2.333333333	2.33			
PH	Heath_Creek	19	770	2010	9	1	7	2	0.22	0.13	1.42	2.333333333	2.33			
PH	Heath_Creek	20	2910	2010	22	1	11	11	0.5	0.13	1.42	5.666666667	5.33			
PH	Heath_Creek	20	2920	2010	65	1	33	32	0.49	0.13	1.42	5.666666667	5.33			
PH	Heath_Creek	20	2930	2010	29	1	0	29	1	0.13	1.42	5.666666667	5.33			
PH	Heath_Creek	20	2940	2010	33	1	6	27	0.82	0.13	1.42	5.666666667	5.33			
PH	Heath_Creek	20	2950	2010	24	1	5	19	0.79	0.13	1.42	5.666666667	5.33			
PH	Heath_Creek	20	2960	2010	12	1	12	0	0	0.13	1.42	5.666666667	5.33			
PH	Heath_Creek	20	2970	2010	8	1	3	5	0.63	0.13	1.42	5.666666667	5.33			
PH	Heath_Creek	20	2980	2010	20	1	13	7	0.35	0.13	1.42	5.666666667	5.33			
PH	Heath_Creek	20	2990	2010	15	1	2	13	0.87	0.13	1.42	5.666666667	5.33			
PH	Heath_Creek	20	3000	2010	54	1	NA	NA	NA	0.13	1.42	5.666666667	5.33			
PH	Ross	45	401	2010	57	1	49	8	0.14	0.28	0.54	8.666666667	3.33			
PH	Ross	45	402	2010	65	1	45	20	0.31	0.28	0.54	8.666666667	3.33			
PH	Ross	45	403	2010	63	1	57	6	0.1	0.28	0.54	8.666666667	3.33			
PH	Ross	45	404	2010	20	1	12	8	0.4	0.28	0.54	8.666666667	3.33			
PH	Ross	45	405	2010	11	1	11	0	0	0.28	0.54	8.666666667	3.33			
PH	Ross	45	406	2010	3	1	3	0	0	0.28	0.54	8.666666667	3.33			
PH	Ross	45	407	2010	13	1	12	1	0.08	0.28	0.54	8.666666667	3.33			
PH	Ross	45	408	2010	22	1	16	6	0.27	0.28	0.54	8.666666667	3.33			
PH	Ross	45	409	2010	34	1	30	4	0.12	0.28	0.54	8.666666667	3.33			
PH	Ross	45	410	2010	42	1	32	10	0.24	0.28	0.54	8.666666667	3.33			
PH	Ross	46	411	2010	12	1	11	1	0.08	0.28	0.54	6.333333333	3.67			
PH	Ross	46	412	2010	26	1	22	4	0.15	0.28	0.54	6.333333333	3.67			
PH	Ross	46	413	2010	11	1	11	0	0	0.28	0.54	6.333333333	3.67			
PH	Ross	46	414	2010	19	1	15	4	0.21	0.28	0.54	6.333333333	3.67			
PH	Ross	46	415	2010	57	1	55	2	0.04	0.28	0.54	6.333333333	3.67			
PH	Ross	46	416	2010	61	1	60	1	0.02	0.28	0.54	6.333333333	3.67			
PH	Ross	46	417	2010	22	1	19	3	0.14	0.28	0.54	6.333333333	3.67			
PH	Ross	46	418	2010	116	1	40	76	0.66	0.28	0.54	6.333333333	3.67			
PH	Ross	46	419	2010	43	1	41	2	0.05	0.28	0.54	6.333333333	3.67			
PH	Ross	46	420	2010	27	1	13	14	0.52	0.28	0.54	6.333333333	3.67			
PH	Ross	47	421	2010	8	1	8	0	0	0.28	0.54	4.666666667	2.67			
PH	Ross	47	422	2010	19	1	19	0	0	0.28	0.54	4.666666667	2.67			
PH	Ross	47	423	2010	249	1	247	2	0.01	0.28	0.54	4.666666667	2.67			
PH	Ross	47	424	2010	133	1	133	0	0	0.28	0.54	4.666666667	2.67			
PH	Ross	47	425	2010	8	1	8	0	0	0.28	0.54	4.666666667	2.67			
PH	Ross	47	426	2010	108	1	28	80	0.74	0.28	0.54	4.666666667	2.67			
PH	Ross	47	427	2010	31	1	7	24	0.77	0.28	0.54	4.666666667	2.67			
PH	Ross	47	428	2010	71	1	55	16	0.23	0.28	0.54	4.666666667	2.67			
PH	Ross	47	429	2010	2	1	2	0	0	0.28	0.54	4.666666667	2.67			
PH	Ross	47	430	2010	6	1	6	0	0	0.28	0.54	4.666666667	2.67			
PH	Ross	48	431	2010	33	1	27	6	0.18	0.28	0.54	2	1.67			
PH	Ross	48	432	2010	94	1	94	0	0	0.28	0.54	2	1.67			
PH	Ross	48	433	2010	48	1	35	13	0.27	0.28	0.54	2	1.67			
PH	Ross	48	434	2010	132	1	89	43	0.33	0.28	0.54	2	1.67			
PH	Ross	48	435	2010	137	1	84	53	0.39	0.28	0.54	2	1.67			
PH	Ross	48	436	2010	25	1	23	2	0.08	0.28	0.54	2	1.67			
PH	Ross	48	437	2010	31	1	28	3	0.1	0.28	0.54	2	1.67			
PH	Ross	48	438	2010	40	1	28	12	0.3	0.28	0.54	2	1.67			
PH	Ross	48	439	2010	26	1	21	5	0.19	0.28	0.54	2	1.67			
PH	Ross	48	440	2010	190	1	156	34	0.18	0.28	0.54	2	1.67			
PH	Welsch	49	441	2010	16	1	16	0	0	0.37	0.65	2	1.33			
PH	Welsch	49	442	2010	208	1	199	9	0.04	0.37	0.65	2	1.33			
PH	Welsch	49	443	2010	230	1	202	28	0.12	0.37	0.65	2	1.33			
PH	Welsch	49	444	2010	38	1	38	0	0	0.37	0.65	2	1.33			
PH	Welsch	49	445	2010	37	1	37	0	0	0.37	0.65	2	1.33			
PH	Welsch	49	446	2010	58	1	58	0	0	0.37	0.65	2	1.33			
PH	Welsch	49	447	2010	85	1	85	0	0	0.37	0.65	2	1.33			
PH	Welsch	49	448	2010	229	1	0	229	1	0.37	0.65	2	1.33			
PH	Welsch	49	449	2010	24	1	8	16	0.67	0.37	0.65	2	1.33			
PH	Welsch	49	450	2010	52	1	47	5	0.1	0.37	0.65	2	1.33			
PH	Welsch	50	451	2010	85	1	83	2	0.02	0.37	0.65	0.3333333333	0.33			
PH	Welsch	50	452	2010	195	1	159	36	0.18	0.37	0.65	0.3333333333	0.33			
PH	Welsch	50	453	2010	78	1	78	0	0	0.37	0.65	0.3333333333	0.33			
PH	Welsch	50	454	2010	131	1	114	17	0.13	0.37	0.65	0.3333333333	0.33			
PH	Welsch	50	455	2010	17	1	16	1	0.06	0.37	0.65	0.3333333333	0.33			
PH	Welsch	50	456	2010	144	1	125	19	0.13	0.37	0.65	0.3333333333	0.33			
PH	Welsch	50	457	2010	49	1	44	5	0.1	0.37	0.65	0.3333333333	0.33			
PH	Welsch	50	458	2010	0	1	0	0	NA	0.37	0.65	0.3333333333	0.33			
PH	Welsch	50	459	2010	118	1	99	19	0.16	0.37	0.65	0.3333333333	0.33			
PH	Welsch	50	460	2010	38	1	7	31	0.82	0.37	0.65	0.3333333333	0.33			
PH	Welsch	51	461	2010	16	1	10	6	0.38	0.37	0.65	8.666666667	3.00			
PH	Welsch	51	462	2010	27	1	5	22	0.81	0.37	0.65	8.666666667	3.00			
PH	Welsch	51	463	2010	108	1	61	47	0.44	0.37	0.65	8.666666667	3.00			
PH	Welsch	51	464	2010	39	1	31	8	0.21	0.37	0.65	8.666666667	3.00			
PH	Welsch	51	465	2010	80	1	3	77	0.96	0.37	0.65	8.666666667	3.00			
PH	Welsch	51	466	2010	96	1	5	91	0.95	0.37	0.65	8.666666667	3.00			
PH	Welsch	51	467	2010	6	1	5	1	0.17	0.37	0.65	8.666666667	3.00			
PH	Welsch	51	468	2010	34	1	0	34	1	0.37	0.65	8.666666667	3.00			
PH	Welsch	51	469	2010	21	1	3	18	0.86	0.37	0.65	8.666666667	3.00			
PH	Welsch	51	470	2010	10	1	0	10	1	0.37	0.65	8.666666667	3.00			
PH	Welsch	52	471	2010	13	1	0	13	1	0.37	0.65	4.666666667	0.33			
PH	Welsch	52	472	2010	0	1	0	0	NA	0.37	0.65	4.666666667	0.33			
PH	Welsch	52	473	2010	53	1	2	51	0.96	0.37	0.65	4.666666667	0.33			
PH	Welsch	52	474	2010	25	1	8	17	0.68	0.37	0.65	4.666666667	0.33			
PH	Welsch	52	475	2010	5	1	3	2	0.4	0.37	0.65	4.666666667	0.33			
PH	Welsch	52	476	2010	5	1	2	3	0.6	0.37	0.65	4.666666667	0.33			
PH	Welsch	52	477	2010	2	1	0	2	1	0.37	0.65	4.666666667	0.33			
PH	Welsch	52	478	2010	8	1	0	8	1	0.37	0.65	4.666666667	0.33			
PH	Welsch	52	479	2010	10	1	1	9	0.9	0.37	0.65	4.666666667	0.33			
PH	Welsch	52	480	2010	28	1	12	16	0.57	0.37	0.65	4.666666667	0.33			
PH	Simps	53	201	2010	159	1	103	56	0.35	0.22	0	4.666666667	4.67			
PH	Simps	53	202	2010	39	1	39	0	0	0.22	0	4.666666667	4.67			
PH	Simps	53	203	2010	94	1	93	1	0.01	0.22	0	4.666666667	4.67			
PH	Simps	53	204	2010	37	1	21	16	0.43	0.22	0	4.666666667	4.67			
PH	Simps	53	205	2010	136	1	136	0	0	0.22	0	4.666666667	4.67			
PH	Simps	53	206	2010	86	1	76	10	0.12	0.22	0	4.666666667	4.67			
PH	Simps	53	207	2010	192	1	192	0	0	0.22	0	4.666666667	4.67			
PH	Simps	53	208	2010	71	1	60	11	0.15	0.22	0	4.666666667	4.67			
PH	Simps	53	209	2010	103	1	85	18	0.17	0.22	0	4.666666667	4.67			
PH	Simps	53	210	2010	49	1	31	18	0.37	0.22	0	4.666666667	4.67			
PH	Simps	54	211	2010	11	1	7	4	0.36	0.22	0	10	7.67			
PH	Simps	54	212	2010	102	1	85	17	0.17	0.22	0	10	7.67			
PH	Simps	54	213	2010	158	1	136	22	0.14	0.22	0	10	7.67			
PH	Simps	54	214	2010	162	1	161	1	0.01	0.22	0	10	7.67			
PH	Simps	54	215	2010	56	1	7	49	0.88	0.22	0	10	7.67			
PH	Simps	54	216	2010	71	1	69	2	0.03	0.22	0	10	7.67			
PH	Simps	54	217	2010	28	1	27	1	0.04	0.22	0	10	7.67			
PH	Simps	54	218	2010	53	1	41	12	0.23	0.22	0	10	7.67			
PH	Simps	54	219	2010	101	1	81	20	0.2	0.22	0	10	7.67			
PH	Simps	54	220	2010	47	1	45	2	0.04	0.22	0	10	7.67			
PH	Simps	55	221	2010	172	1	172	0	0	0.22	0	10.33333333	7.00			
PH	Simps	55	222	2010	56	1	8	48	0.86	0.22	0	10.33333333	7.00			
PH	Simps	55	223	2010	33	1	33	0	0	0.22	0	10.33333333	7.00			
PH	Simps	55	224	2010	104	1	104	0	0	0.22	0	10.33333333	7.00			
PH	Simps	55	225	2010	257	1	180	77	0.3	0.22	0	10.33333333	7.00			
PH	Simps	55	226	2010	24	1	24	0	0	0.22	0	10.33333333	7.00			
PH	Simps	55	227	2010	309	1	308	1	0	0.22	0	10.33333333	7.00			
PH	Simps	55	228	2010	133	1	87	46	0.35	0.22	0	10.33333333	7.00			
PH	Simps	55	229	2010	195	1	182	13	0.07	0.22	0	10.33333333	7.00			
PH	Simps	55	230	2010	72	1	54	18	0.25	0.22	0	10.33333333	7.00			
PH	Simps	56	231	2010	46	1	41	5	0.11	0.22	0	4.666666667	3.00			
PH	Simps	56	232	2010	93	1	60	33	0.35	0.22	0	4.666666667	3.00			
PH	Simps	56	233	2010	159	1	98	61	0.38	0.22	0	4.666666667	3.00			
PH	Simps	56	234	2010	269	1	177	92	0.34	0.22	0	4.666666667	3.00			
PH	Simps	56	235	2010	49	1	25	24	0.49	0.22	0	4.666666667	3.00			
PH	Simps	56	236	2010	35	1	21	14	0.4	0.22	0	4.666666667	3.00			
PH	Simps	56	237	2010	75	1	64	11	0.15	0.22	0	4.666666667	3.00			
PH	Simps	56	238	2010	55	1	55	0	0	0.22	0	4.666666667	3.00			
PH	Simps	56	239	2010	88	1	76	12	0.14	0.22	0	4.666666667	3.00			
PH	Simps	56	240	2010	138	1	75	63	0.46	0.22	0	4.666666667	3.00			
KP	Gravel_pit	21	481	2010	35	1	19	16	0.46	0.13	0.48	7.333333333	6.33			
KP	Gravel_pit	21	482	2010	0	1	0	0	NA	0.13	0.48	7.333333333	6.33			
KP	Gravel_pit	21	483	2010	10	1	9	1	0.1	0.13	0.48	7.333333333	6.33			
KP	Gravel_pit	21	484	2010	0	1	0	0	NA	0.13	0.48	7.333333333	6.33			
KP	Gravel_pit	21	485	2010	0	1	0	0	NA	0.13	0.48	7.333333333	6.33			
KP	Gravel_pit	21	486	2010	0	1	0	0	NA	0.13	0.48	7.333333333	6.33			
KP	Gravel_pit	21	487	2010	14	1	12	2	0.14	0.13	0.48	7.333333333	6.33			
KP	Gravel_pit	21	488	2010	0	1	0	0	NA	0.13	0.48	7.333333333	6.33			
KP	Gravel_pit	21	489	2010	2	1	1	1	0.5	0.13	0.48	7.333333333	6.33			
KP	Gravel_pit	21	490	2010	23	1	3	20	0.87	0.13	0.48	7.333333333	6.33			
KP	Gravel_pit	22	491	2010	8	1	8	0	0	0.13	0.48	7	5.33			
KP	Gravel_pit	22	492	2010	1	1	1	0	0	0.13	0.48	7	5.33			
KP	Gravel_pit	22	493	2010	12	1	1	11	0.92	0.13	0.48	7	5.33			
KP	Gravel_pit	22	494	2010	1	1	1	0	0	0.13	0.48	7	5.33			
KP	Gravel_pit	22	495	2010	5	1	5	0	0	0.13	0.48	7	5.33			
KP	Gravel_pit	22	496	2010	9	1	9	0	0	0.13	0.48	7	5.33			
KP	Gravel_pit	22	497	2010	12	1	12	0	0	0.13	0.48	7	5.33			
KP	Gravel_pit	22	498	2010	0	1	0	0	NA	0.13	0.48	7	5.33			
KP	Gravel_pit	22	499	2010	0	1	0	0	NA	0.13	0.48	7	5.33			
KP	Gravel_pit	22	500	2010	2	1	2	0	0	0.13	0.48	7	5.33			
KP	Gravel_pit	23	921	2010	12	1	3	9	0.75	0.13	0.48	3.666666667	3.00			
KP	Gravel_pit	23	922	2010	35	1	18	17	0.49	0.13	0.48	3.666666667	3.00			
KP	Gravel_pit	23	923	2010	30	1	16	14	0.47	0.13	0.48	3.666666667	3.00			
KP	Gravel_pit	23	924	2010	11	1	11	0	0	0.13	0.48	3.666666667	3.00			
KP	Gravel_pit	23	925	2010	7	1	7	0	0	0.13	0.48	3.666666667	3.00			
KP	Gravel_pit	23	926	2010	0	1	0	0	NA	0.13	0.48	3.666666667	3.00			
KP	Gravel_pit	23	927	2010	6	1	0	6	1	0.13	0.48	3.666666667	3.00			
KP	Gravel_pit	23	928	2010	26	1	14	12	0.46	0.13	0.48	3.666666667	3.00			
KP	Gravel_pit	23	929	2010	1	1	0	1	1	0.13	0.48	3.666666667	3.00			
KP	Gravel_pit	23	930	2010	25	1	18	7	0.28	0.13	0.48	3.666666667	3.00			
KP	Gravel_pit	24	931	2010	15	1	9	6	0.4	0.13	0.48	3	2.00			
KP	Gravel_pit	24	932	2010	28	1	28	0	0	0.13	0.48	3	2.00			
KP	Gravel_pit	24	933	2010	21	1	12	9	0.43	0.13	0.48	3	2.00			
KP	Gravel_pit	24	934	2010	11	1	7	4	0.36	0.13	0.48	3	2.00			
KP	Gravel_pit	24	935	2010	15	1	10	5	0.33	0.13	0.48	3	2.00			
KP	Gravel_pit	24	936	2010	0	1	0	0	NA	0.13	0.48	3	2.00			
KP	Gravel_pit	24	937	2010	26	1	18	8	0.31	0.13	0.48	3	2.00			
KP	Gravel_pit	24	938	2010	21	1	8	13	0.62	0.13	0.48	3	2.00			
KP	Gravel_pit	24	939	2010	36	1	29	7	0.19	0.13	0.48	3	2.00			
KP	Gravel_pit	24	940	2010	50	1	32	18	0.36	0.13	0.48	3	2.00			
KP	River	25	651	2010	71	1	40	31	0.44	0	1.45	3.666666667	2.67			
KP	River	25	652	2010	108	1	21	87	0.81	0	1.45	3.666666667	2.67			
KP	River	25	653	2010	49	1	49	0	0	0	1.45	3.666666667	2.67			
KP	River	25	654	2010	21	1	21	0	0	0	1.45	3.666666667	2.67			
KP	River	25	655	2010	2	1	1	1	0.5	0	1.45	3.666666667	2.67			
KP	River	25	656	2010	167	1	138	29	0.17	0	1.45	3.666666667	2.67			
KP	River	25	657	2010	91	1	22	69	0.76	0	1.45	3.666666667	2.67			
KP	River	25	658	2010	272	1	212	60	0.22	0	1.45	3.666666667	2.67			
KP	River	25	659	2010	41	1	4	37	0.9	0	1.45	3.666666667	2.67			
KP	River	25	660	2010	361	1	137	224	0.62	0	1.45	3.666666667	2.67			
KP	River	26	641	2010	211	1	0	211	1	0	1.45	7	4.00			
KP	River	26	642	2010	28	1	26	2	0.07	0	1.45	7	4.00			
KP	River	26	643	2010	49	1	14	35	0.71	0	1.45	7	4.00			
KP	River	26	644	2010	1	1	1	0	0	0	1.45	7	4.00			
KP	River	26	645	2010	9	1	7	2	0.22	0	1.45	7	4.00			
KP	River	26	646	2010	93	1	5	88	0.95	0	1.45	7	4.00			
KP	River	26	647	2010	49	1	0	49	1	0	1.45	7	4.00			
KP	River	26	648	2010	29	1	9	20	0.69	0	1.45	7	4.00			
KP	River	26	649	2010	19	1	17	2	0.11	0	1.45	7	4.00			
KP	River	26	650	2010	96	1	89	7	0.07	0	1.45	7	4.00			
KP	River	27	631	2010	7	1	6	1	0.14	0	1.45	2.333333333	1.00			
KP	River	27	632	2010	50	1	47	3	0.06	0	1.45	2.333333333	1.00			
KP	River	27	633	2010	18	1	18	0	0	0	1.45	2.333333333	1.00			
KP	River	27	634	2010	25	1	1	24	0.96	0	1.45	2.333333333	1.00			
KP	River	27	635	2010	61	1	61	0	0	0	1.45	2.333333333	1.00			
KP	River	27	636	2010	47	1	42	5	0.11	0	1.45	2.333333333	1.00			
KP	River	27	637	2010	42	1	0	42	1	0	1.45	2.333333333	1.00			
KP	River	27	638	2010	148	1	91	57	0.39	0	1.45	2.333333333	1.00			
KP	River	27	639	2010	70	1	70	0	0	0	1.45	2.333333333	1.00			
KP	River	27	640	2010	20	1	7	13	0.65	0	1.45	2.333333333	1.00			
KP	River	28	621	2010	4	1	2	2	0.5	0	1.45	4	1.67			
KP	River	28	622	2010	49	1	1	48	0.98	0	1.45	4	1.67			
KP	River	28	623	2010	62	1	3	59	0.95	0	1.45	4	1.67			
KP	River	28	624	2010	16	1	1	15	0.94	0	1.45	4	1.67			
KP	River	28	625	2010	19	1	17	2	0.11	0	1.45	4	1.67			
KP	River	28	626	2010	25	1	25	0	0	0	1.45	4	1.67			
KP	River	28	627	2010	1	1	0	1	1	0	1.45	4	1.67			
KP	River	28	628	2010	17	1	16	1	0.06	0	1.45	4	1.67			
KP	River	28	629	2010	24	1	18	6	0.25	0	1.45	4	1.67			
KP	River	28	630	2010	19	1	11	8	0.42	0	1.45	4	1.67			
KP	Siffleur_falls	29	971	2010	1	1	1	0	0	0.03	0.3	2.666666667	2.00			
KP	Siffleur_falls	29	972	2010	8	1	1	7	0.88	0.03	0.3	2.666666667	2.00			
KP	Siffleur_falls	29	973	2010	24	1	2	22	0.92	0.03	0.3	2.666666667	2.00			
KP	Siffleur_falls	29	974	2010	6	1	4	2	0.33	0.03	0.3	2.666666667	2.00			
KP	Siffleur_falls	29	975	2010	4	1	0	4	1	0.03	0.3	2.666666667	2.00			
KP	Siffleur_falls	29	976	2010	5	1	1	4	0.8	0.03	0.3	2.666666667	2.00			
KP	Siffleur_falls	29	977	2010	0	1	0	0	NA	0.03	0.3	2.666666667	2.00			
KP	Siffleur_falls	29	978	2010	13	1	8	5	0.38	0.03	0.3	2.666666667	2.00			
KP	Siffleur_falls	29	979	2010	18	1	6	12	0.67	0.03	0.3	2.666666667	2.00			
KP	Siffleur_falls	29	980	2010	3	1	0	3	1	0.03	0.3	2.666666667	2.00			
KP	Siffleur_falls	30	961	2010	12	1	0	12	1	0.03	0.3	3.333333333	1.00			
KP	Siffleur_falls	30	962	2010	8	1	1	7	0.88	0.03	0.3	3.333333333	1.00			
KP	Siffleur_falls	30	963	2010	11	1	3	8	0.73	0.03	0.3	3.333333333	1.00			
KP	Siffleur_falls	30	964	2010	0	1	0	0	NA	0.03	0.3	3.333333333	1.00			
KP	Siffleur_falls	30	965	2010	19	1	0	19	1	0.03	0.3	3.333333333	1.00			
KP	Siffleur_falls	30	966	2010	1	1	1	0	0	0.03	0.3	3.333333333	1.00			
KP	Siffleur_falls	30	967	2010	13	1	10	3	0.23	0.03	0.3	3.333333333	1.00			
KP	Siffleur_falls	30	968	2010	7	1	0	7	1	0.03	0.3	3.333333333	1.00			
KP	Siffleur_falls	30	969	2010	5	1	5	0	0	0.03	0.3	3.333333333	1.00			
KP	Siffleur_falls	30	970	2010	2	1	0	2	1	0.03	0.3	3.333333333	1.00			
KP	Siffleur_falls	31	951	2010	4	1	0	4	1	0.03	0.3	3.666666667	2.67			
KP	Siffleur_falls	31	952	2010	4	1	4	0	0	0.03	0.3	3.666666667	2.67			
KP	Siffleur_falls	31	953	2010	6	1	2	4	0.67	0.03	0.3	3.666666667	2.67			
